group_id,post_id,message,updated_time,reactions
416290415617507,462439374335944,Ramen weather,2019-08-02T07:33:14+0000,"{'100032804983896': 'LIKE', '100036697923726': 'LOVE', '100032951194985': 'LIKE', '100036729406161': 'LIKE', '100032923357077': 'WOW', '100032887745112': 'LOVE', '100032878955819': 'LIKE'}"
416290415617507,461413797771835,Alam nyo na. 🤣🤣🤣,2019-08-02T04:24:12+0000,"{'100035738800974': 'LIKE', '100039740288339': 'LIKE', '100033003601979': 'LIKE'}"
416290415617507,456881854891696,Shout out to my fellow guys with sweet tooth (teeth? Haha) . Natry nyo na Beard Papa's cream puffs?,2019-07-23T09:39:40+0000,"{'100036705993009': 'WOW', '100032804983896': 'LIKE', '100032633731654': 'LIKE', '100032930556692': 'LIKE', '100036729406161': 'LIKE', '100034196030872': 'LIKE', '100033005495039': 'LIKE', '100032887745112': 'LOVE'}"
416290415617507,455554675024414,"It took 2 batches to feed DSO!!! 

Classic boodle fight! 😁",2019-07-20T14:21:31+0000,"{'100036697923726': 'LOVE', '100032791695511': 'LOVE', '100036666335913': 'LOVE', '100032636461431': 'LIKE', '100032560687664': 'LOVE', '100032769467323': 'LIKE', '100035738800974': 'LIKE', '100037681032793': 'LIKE', '100032804983896': 'LOVE', '100030106785215': 'LOVE', '100032930556692': 'HAHA', '100032956024899': 'LOVE', '100032887745112': 'LIKE', '100032770067716': 'WOW', '100032874069420': 'LOVE', '100032910843972': 'LOVE'}"
416290415617507,455462671700281,"Wala nang mas sasarap pa sa isang biyernes ng gabing kasama kang kumain...

K 🙄🙄🙄 Haha Ampait ko! 

Narinig ko lang po sa kabilang Table...😂😂😂

Paella Rating ⭐️

Tamis Line Rating ⭐️⭐️⭐️⭐️⭐️

Happy Friday Foodies!",2019-07-20T05:46:10+0000,"{'100032846050941': 'HAHA', '100032453658491': 'LIKE', '100032930556692': 'WOW', '100037618935622': 'LIKE', '100037681032793': 'HAHA', '100032874069420': 'LOVE'}"
416290415617507,455861254993756,"Sinigang na Bagnet sa Pakwan 🍉🤤

Happy Weekend y’all! 🤗 #MarikinaGaming",2019-07-20T05:39:29+0000,"{'100032820759884': 'LIKE', '100036666335913': 'LOVE', '100032910843972': 'LOVE', '100032804983896': 'LIKE', '100033003601979': 'LOVE', '100032874069420': 'LOVE', '100032887745112': 'LIKE'}"
416290415617507,454772388435976,🌧+⛈+🌨=🥞🥓🍗🍖🌮,2019-07-19T11:15:01+0000,"{'100032636461431': 'LIKE', '100032887745112': 'LIKE', '100033003601979': 'LIKE'}"
416290415617507,455335218379693,Lunch!,2019-07-19T11:05:52+0000,"{'100033003601979': 'LOVE', '100032804983896': 'LIKE', '100032910843972': 'LIKE', '100030106785215': 'LIKE', '100032887745112': 'LOVE'}"
416290415617507,452956318617583,"Tried this hidden restaurant at San Juan.
Kinda pricey but justified naman ng lasa 👌👌
Food: Tartufo Pasta and Honey Buffalo Chicken.",2019-07-18T03:49:19+0000,"{'100033003601979': 'LIKE', '100036489856440': 'LIKE', '100032756418413': 'LIKE', '100037101727951': 'WOW', '100032910843972': 'LIKE', '100032887745112': 'LOVE'}"
416290415617507,453519095227972,No Message,2019-07-16T01:22:33+0000,{'100032769467323': 'WOW'}
416290415617507,453519091894639,Good food with good people.,2019-07-15T14:33:43+0000,"{'100032815874121': 'LIKE', '100032722762520': 'LIKE', '100032874069420': 'LIKE', '100033133790712': 'LIKE', '100032812300565': 'LOVE', '100032769467323': 'LIKE', '100033029850068': 'LOVE', '100033003601979': 'LOVE', '100032887745112': 'LOVE', '100036234738865': 'LIKE', '100032923357077': 'LIKE', '100032636461431': 'LIKE', '100032910843972': 'LOVE', '100032886459278': 'LIKE'}"
416290415617507,452816115298270,"Igado by yours truly! 💋

💃🎵🎶 Iiiiiiiggggaaaddoo Doo Doo dooo 🎶🎵 😝

Blessed Sunday evriwan! 💕",2019-07-15T09:07:26+0000,"{'100032769467323': 'WOW', '100037101727951': 'LOVE', '100032874069420': 'LOVE', '100032636713015': 'LIKE', '100032910843972': 'LIKE', '100032930556692': 'WOW'}"
416290415617507,453285165251365,Good... Morning? 😂,2019-07-15T04:16:57+0000,"{'100033029850068': 'LIKE', '100032812300565': 'LIKE', '100032874069420': 'LOVE', '100033003601979': 'WOW', '100032910843972': 'WOW', '100035738800974': 'WOW', '100032926207024': 'WOW', '100032887745112': 'WOW', '100032769467323': 'WOW', '100036729406161': 'LIKE'}"
416290415617507,452833725296509,"Kabahan ka na, Gordon Ramsay! Ligo Sardines with a twist. 😉😊😊",2019-07-15T01:45:37+0000,"{'100032930556692': 'HAHA', '100032857511542': 'LIKE', '100032951194985': 'HAHA', '100033003601979': 'HAHA', '100036489856440': 'HAHA', '100032851061591': 'LIKE', '100035738800974': 'HAHA', '100032769467323': 'HAHA', '100036697923726': 'HAHA', '100032770067716': 'WOW', '100032874069420': 'HAHA', '100037101727951': 'HAHA', '100032636713015': 'HAHA', '100032453658491': 'HAHA', '100032649611640': 'HAHA'}"
416290415617507,452744368638778,"Eat heavy for breakfast evriwan! 💕

#leftOverFoodIsStillGood #TipidTips",2019-07-14T00:56:26+0000,"{'100032851061591': 'LOVE', '100035738800974': 'LIKE', '100032930556692': 'WOW', '100032910843972': 'LOVE'}"
416290415617507,452485935331288,"G na! Jipon! 💁💕

#HomeCookedIsAlwaysTheBest",2019-07-13T13:23:28+0000,"{'100035738800974': 'LIKE', '100032930556692': 'LOVE', '100032910843972': 'LOVE', '100032923027236': 'LOVE'}"
416290415617507,452378975341984,"Pansit Chami is Lucena's native signature dish made out of flat Miki Noodles stir fried with chicken meat, prawns or pork with vegetables like cabbage and carrots. Perfect for Pianono and coffee. Tara kain! 😍",2019-07-13T13:23:01+0000,"{'100036666335913': 'LOVE', '100033003601979': 'LOVE', '100032851061591': 'LOVE', '100035738800974': 'LIKE', '100036697923726': 'LOVE', '100030106785215': 'LOVE', '100033369812370': 'LIKE', '100032820759884': 'LIKE', '100032649611640': 'LOVE', '100032976454223': 'LOVE', '100032633731654': 'LIKE'}"
416290415617507,452387765341105,"Want to satisfy your Japanese Dish craving this weekend? Botejyu offers a variety of Japanese cuisine! Indulge yourself to a japanese feast! Sweldo naman..😂😂😂 Once in a while it’s ok to treat and spend for ourselves.. 😊😊😊  Happy Weekend Y’all

Thank You to my Ate for this sumptous feast! 🤣🤣🤣",2019-07-13T08:52:21+0000,"{'100033003601979': 'LOVE', '100032851061591': 'LOVE', '100032769467323': 'WOW', '100036697923726': 'LOVE', '100032770067716': 'LOVE', '100032633731654': 'WOW', '100038869462377': 'WOW'}"
416290415617507,452277065352175,"💁Chami by yours truly! 

Happy Sabado with love evriwan! 💕💋",2019-07-13T04:19:10+0000,"{'100036666335913': 'LOVE', '100032633731654': 'LIKE', '100032846050941': 'LOVE', '100032910843972': 'LIKE', '100037681032793': 'LOVE'}"
416290415617507,450840225495859,"Guys, how do you pick your milk tea? Do you usually choose that drink you're really curious about, pero not sure about the taste? Or that drink you're sure, comfortable, and happy with already? (Hello from Ayala team :D)",2019-07-12T08:24:47+0000,"{'100036666335913': 'LIKE', '100032804983896': 'LIKE', '100036418432492': 'LIKE', '100034933909552': 'WOW', '100032910843972': 'WOW', '100036705993009': 'WOW', '100032878955819': 'LIKE'}"
416290415617507,451506402095908,Kimchi Fried Rice with Corned beef recipe by Erwan Heussaff!!! 😊😊,2019-07-12T05:04:26+0000,"{'100033003601979': 'LIKE', '100035738800974': 'LIKE', '100032769467323': 'LIKE', '100032857511542': 'LOVE', '100032804983896': 'LIKE', '100033007411807': 'LIKE', '100036666335913': 'LOVE', '100032633731654': 'WOW', '100032812300565': 'LIKE', '100032923357077': 'WOW', '100032914533734': 'WOW', '100032609716698': 'LIKE', '100032851061591': 'LIKE', '100030106785215': 'LOVE', '100032756418413': 'LIKE', '100032887745112': 'LOVE', '100037101727951': 'LOVE', '100032910843972': 'LIKE', '100032636713015': 'LIKE', '100032999702274': 'LIKE'}"
416290415617507,450460608867154,UBErthday keyk ni Sir Al Escasa! 🎂🎊🎉,2019-07-10T03:04:04+0000,"{'100032956024899': 'LOVE', '100032636461431': 'LIKE', '100032633731654': 'LOVE', '100036666335913': 'LOVE', '100037681032793': 'LIKE', '100032820759884': 'LIKE', '100032804983896': 'LOVE'}"
416290415617507,448945765685305,🤔🤔🤔🤔,2019-07-09T00:58:33+0000,"{'100032737639728': 'HAHA', '100032930556692': 'HAHA', '100035738800974': 'WOW', '100032830752877': 'WOW', '100033369812370': 'LIKE', '100034933909552': 'HAHA', '100032910843972': 'LIKE', '100032649611640': 'HAHA', '100032834502761': 'HAHA', '100032804983896': 'HAHA'}"
416290415617507,449769962269552,"This July, we are taking it up a notch by having our first ever **Foodies of Novare online contest!!** 🤣🍔

Ilabas na ang hidden Food Blogger Feels and write your own **FOOD OR RESTAURANT REVIEW!** Walang format needed, pero sana may picture and your own view kung bakit masarap or di masarap ang napili nyong food or restaurant!

Palagay din ng hashtag #FoodReview para sure kami. We will be giving away some swag to the coolest review.

😜🍕",2019-07-08T04:26:24+0000,"{'100036489856440': 'LIKE', '100036697923726': 'LOVE', '100036705993009': 'WOW', '100032804983896': 'LIKE', '100036418432492': 'LIKE', '100037253491138': 'WOW', '100032857301124': 'WOW', '100034933909552': 'WOW', '100032966224998': 'WOW', '100033003601979': 'WOW', '100032633731654': 'WOW'}"
416290415617507,449278345652047,"Ever wanted to visit China Town in Manila for a Binondo Walk? Don’t miss out the chinese restaurants around! 

Cafe Mezzanine is a must try! Their Miki Bihon is one of the best!  Oh BTW, if you walk towards to Salazar area, they have “Estero” over there that offers wide range of Exoctic dishes like frogs and insects 😂😂😁 It’s literally beside Estero! Why not arrange a walking and foodie tour around Binondo! See it yourself! Taste it yourself! 🥇🥇🥇 

#BinondoWalk #Weekend #Affordable",2019-07-07T05:51:10+0000,"{'100032633731654': 'LIKE', '100032804983896': 'LIKE', '100032640691147': 'LIKE', '100032930556692': 'LIKE'}"
416290415617507,449198165660065,"We as human beings have the amazing capacity to be reborn at breakfast everyday and say, ""This is a new day!"" 

Good morning everyone! ❤️",2019-07-07T01:14:05+0000,"{'100032710043264': 'LIKE', '100035738800974': 'LIKE', '100033003601979': 'LIKE', '100036666335913': 'LOVE', '100032804983896': 'LIKE', '100032910843972': 'LIKE', '100032636461431': 'LIKE'}"
416290415617507,448930132353535,"Laing 2-ways @Mesa.

Missing my Mom's home cooked version..",2019-07-06T13:19:32+0000,"{'100033003601979': 'LIKE', '100033369812370': 'LIKE', '100037123896516': 'LIKE', '100032851061591': 'LIKE', '100032910843972': 'LIKE', '100032649611640': 'LOVE', '100032804983896': 'LIKE', '100032640691147': 'LIKE', '100032951194985': 'LIKE', '100032887745112': 'LOVE'}"
416290415617507,447873585792523,Late Dinner. ❤️❤️❤️ #LanghapSarap #FingerLickingGood #KahitWalangSauce 😂😂😂 ez lang Celine Tubianosa,2019-07-04T13:12:23+0000,"{'100032761364618': 'HAHA', '100032766197450': 'LIKE', '100032804983896': 'HAHA', '100032756418413': 'HAHA', '100032649611640': 'LOVE', '100032820759884': 'HAHA', '100033003601979': 'LOVE', '100032930556692': 'HAHA', '100032956024899': 'LOVE', '100032878955819': 'LIKE', '100032910843972': 'LIKE', '100032919007525': 'LIKE', '100032753895137': 'LOVE', '100032978224475': 'LOVE', '100033014610760': 'HAHA', '100032828053226': 'LOVE', '100032636713015': 'HAHA', '100033078753353': 'LOVE', '100032971415480': 'LOVE'}"
416290415617507,446230652623483,Chocolat et Langue de chat.,2019-07-01T06:01:08+0000,"{'100032804983896': 'LIKE', '100030106785215': 'LIKE', '100037618935622': 'LIKE', '100032930556692': 'LIKE', '100032910843972': 'LOVE'}"
416290415617507,443340636245818,Medyo malupit ang kape dito 😅,2019-06-29T08:45:08+0000,"{'100032930556692': 'LIKE', '100032976454223': 'LIKE', '100032804983896': 'LIKE', '100037618935622': 'LIKE', '100032649611640': 'LOVE', '100032874069420': 'WOW', '100032910843972': 'HAHA', '100033003601979': 'LOVE'}"
416290415617507,444798572766691,Mcdo dinner anyone? 😂,2019-06-28T21:35:42+0000,"{'100032910843972': 'LIKE', '100032804983896': 'LOVE', '100032769467323': 'LOVE', '100030106785215': 'LIKE', '100033003601979': 'WOW'}"
416290415617507,444646359448579,Super Chasu and Karai Tokusei Tsukumen,2019-06-28T09:07:45+0000,"{'100032649611640': 'LIKE', '100032779902733': 'LIKE', '100032769167149': 'LIKE', '100032769467323': 'WOW', '100032878955819': 'LIKE', '100032834502761': 'LIKE', '100032951194985': 'LIKE', '100032812300565': 'LIKE', '100033003601979': 'LOVE', '100032804983896': 'LIKE', '100032914533734': 'LIKE', '100032956024899': 'LOVE', '100032820759884': 'LIKE', '100032910843972': 'LIKE'}"
416290415617507,444054422841106,"~~Perfect dessert for this rainy season ☔🌧️😍

#NovareFoodies
#AngBuhayAyParangIceCream",2019-06-27T04:44:07+0000,"{'100032710043264': 'LIKE', '100032923357077': 'LIKE', '100033369812370': 'LIKE', '100032804983896': 'LIKE', '100033029850068': 'LIKE', '100032910843972': 'LIKE'}"
416290415617507,443621266217755,No Message,2019-06-26T23:46:59+0000,{}
416290415617507,443621262884422,Pa-OT ni Boss Onie,2019-06-26T12:52:45+0000,"{'100032636461431': 'LIKE', '100036697923726': 'LOVE', '100032804983896': 'LIKE', '100032554938937': 'LIKE', '100033003601979': 'WOW', '100037618935622': 'LOVE', '100032649611640': 'LOVE', '100032633731654': 'WOW', '100032910843972': 'WOW', '100032769467323': 'WOW', '100032966224998': 'WOW', '100036705993009': 'WOW', '100033005495039': 'LIKE'}"
416290415617507,443393726240509,All of these for 400+ pesos only at slabbers using zomato gold. 😍,2019-06-26T09:02:58+0000,"{'100032804983896': 'LIKE', '100033003601979': 'LIKE', '100032649611640': 'LOVE', '100032769467323': 'LOVE', '100032966224998': 'LIKE', '100032808160803': 'LIKE', '100032910843972': 'LIKE', '100032878955819': 'LIKE', '100030106785215': 'LIKE'}"
416290415617507,443360982910450,Kain lang ng kain,2019-06-26T06:30:51+0000,"{'100032926207024': 'HAHA', '100034933909552': 'LOVE', '100033003601979': 'LIKE', '100032770067716': 'LIKE'}"
416290415617507,442984069614808,"Nakakita ka na ba ng lunch na nakakagutom na parang hindi ka naglunch na mapapaburger king ka pa  pagkatapos mo kumain? 

Eto yun! 🤣🤣🤣",2019-06-26T03:28:31+0000,"{'100032976454223': 'LIKE', '100032804983896': 'HAHA', '100033003601979': 'HAHA', '100037681032793': 'HAHA', '100032910843972': 'HAHA', '100032951194985': 'HAHA'}"
416290415617507,442742062972342,Choose wisely,2019-06-25T07:58:00+0000,"{'100032770067716': 'HAHA', '100032887745112': 'HAHA', '100033003601979': 'HAHA'}"
416290415617507,440369739876241,Sharing my home made blueberry cheesecake 😁😁,2019-06-25T04:29:56+0000,"{'100032808160803': 'LIKE', '100032859490933': 'LIKE', '100032649611640': 'LOVE', '100032770067716': 'WOW', '100032710043264': 'LIKE', '100032857511542': 'LIKE', '100032976454223': 'LIKE', '100032754074800': 'LIKE', '100032956024899': 'LOVE', '100032923357077': 'WOW', '100032756418413': 'LOVE', '100032820759884': 'LIKE', '100032951194985': 'LIKE', '100036489856440': 'LIKE', '100037618935622': 'LIKE', '100032926207024': 'LOVE', '100032874069420': 'LIKE', '100035738800974': 'LIKE', '100032804983896': 'LIKE', '100036705993009': 'LOVE', '100032633731654': 'WOW', '100032766197450': 'WOW', '100032910843972': 'LOVE', '100033003601979': 'WOW', '100032636713015': 'LIKE'}"
416290415617507,442742979638917,"~~Gyutendon! ❤️

#NovareFoodies
#YumYumYumPingPingPing",2019-06-25T02:07:41+0000,"{'100032910843972': 'LIKE', '100032923357077': 'LIKE', '100032804983896': 'LIKE', '100032649611640': 'LOVE', '100032633731654': 'LIKE'}"
416290415617507,441033949809820,"Ala eh Lomi Batangas kayo dyan 😋

#HappyWeekendToAll #KiberSaInit 🤗♥️",2019-06-24T01:39:11+0000,"{'100032820759884': 'LIKE', '100032804983896': 'LOVE', '100032649611640': 'LOVE', '100037845901154': 'LOVE', '100032956024899': 'LOVE', '100037618935622': 'LIKE', '100032874069420': 'WOW', '100032951194985': 'LIKE', '100032769467323': 'WOW', '100033005495039': 'LOVE', '100032910843972': 'LOVE'}"
416290415617507,442131183033430,A healthy burrito @ AWS Training,2019-06-24T01:27:45+0000,"{'100037681032793': 'LIKE', '100032633731654': 'LIKE', '100032878955819': 'WOW', '100032804983896': 'LIKE', '100032966224998': 'LIKE', '100032649611640': 'LOVE', '100032910843972': 'LIKE'}"
416290415617507,439360209977194,"Friend: San ka bibili?
Me:",2019-06-20T03:52:08+0000,"{'100032910843972': 'HAHA', '100033369812370': 'LIKE', '100032976454223': 'LIKE', '100032649611640': 'HAHA', '100032756418413': 'HAHA', '100033005495039': 'LIKE', '100032923357077': 'HAHA', '100032934696538': 'HAHA', '100032887745112': 'HAHA', '100036666335913': 'HAHA', '100032769467323': 'HAHA', '100035738800974': 'HAHA'}"
416290415617507,437362366843645,Dhal and roti,2019-06-19T13:42:03+0000,"{'100032804983896': 'LIKE', '100032910843972': 'LIKE', '100033005495039': 'WOW'}"
416290415617507,435332163713332,No Message,2019-06-19T13:41:45+0000,{}
416290415617507,438335810079634,Belated Happy Father's Day! 🐖,2019-06-17T09:04:08+0000,"{'100032923357077': 'WOW', '100032951194985': 'LIKE', '100032769467323': 'WOW', '100032633731654': 'LOVE', '100032804983896': 'LIKE', '100032649611640': 'LOVE', '100032820759884': 'LIKE', '100032874069420': 'WOW', '100033005495039': 'LOVE'}"
416290415617507,437792716800610,Cookies by the Bucket!,2019-06-16T11:16:42+0000,"{'100032636461431': 'LIKE', '100032804983896': 'LOVE', '100033003601979': 'LIKE', '100032951194985': 'LIKE', '100032754074800': 'LIKE', '100032910843972': 'LOVE', '100032834502761': 'LOVE'}"
416290415617507,436717223574826,Pwede ba wine here sa foodies? 😂😝😜,2019-06-15T03:44:51+0000,"{'100037618935622': 'LIKE', '100032808160803': 'LOVE', '100030106785215': 'LOVE', '100032633731654': 'LIKE', '100032754074800': 'LIKE', '100032804983896': 'LIKE', '100032887745112': 'LIKE', '100032910843972': 'LOVE', '100032930556692': 'LIKE', '100032951194985': 'LIKE', '100032923357077': 'LOVE', '100032661564169': 'LOVE'}"
416290415617507,437128400200375,"ilabas ang kanin!!!! Pati na Toyo with kalamansi at kamatis pakisamahan ng konting bilis! 👏

😜😝🤗 Happy weekend ebribadi! 💕

#pinoyHapagKainan #pyestaSabadow",2019-06-15T03:44:32+0000,"{'100037681032793': 'LOVE', '100032804983896': 'LIKE', '100032951194985': 'LIKE', '100032910843972': 'LOVE', '100032874069420': 'LOVE', '100032769467323': 'LOVE'}"
416290415617507,435588540354361,"~~When Aloha Salmon is <3

#NovareFoodies
#YumYumYumPingPingPing",2019-06-13T00:27:35+0000,"{'100032910843972': 'LIKE', '100032710043264': 'LIKE', '100032804983896': 'LIKE', '100032874069420': 'LIKE'}"
416290415617507,435332167046665,Toast for independence 🇵🇭,2019-06-13T00:23:40+0000,"{'100036697923726': 'LIKE', '100032754074800': 'LIKE', '100032956024899': 'ANGRY', '100032804983896': 'LIKE', '100030106785215': 'LIKE', '100032910843972': 'LIKE', '100032874069420': 'LIKE', '100033005495039': 'LIKE'}"
416290415617507,435581953688353,Putok batok sa Araw ng Kalayaan! 😅,2019-06-13T00:23:21+0000,"{'100035738800974': 'LIKE', '100037618935622': 'LOVE', '100032769467323': 'WOW', '100032804983896': 'LIKE', '100032887745112': 'LIKE', '100032649611640': 'LOVE', '100033003601979': 'LOVE', '100032874069420': 'WOW', '100032910843972': 'LOVE'}"
416290415617507,435410093705539,Binagoongan para sa Araw ng Kalayaan! 🇵🇭❤️,2019-06-12T04:59:31+0000,"{'100032661564169': 'LOVE', '100032923357077': 'LIKE', '100032804983896': 'LIKE', '100037681032793': 'LOVE', '100032951194985': 'LIKE', '100032910843972': 'LIKE', '100032874069420': 'LOVE', '100034933909552': 'LOVE'}"
416290415617507,433837490529466,Homecooked Chicken Adobo.😍,2019-06-09T22:33:15+0000,"{'100032754074800': 'LIKE', '100033003601979': 'LIKE', '100036697923726': 'LOVE', '100036489856440': 'LOVE', '100035738800974': 'LIKE', '100032636461431': 'LIKE', '100032804983896': 'LIKE', '100037101727951': 'LOVE', '100030106785215': 'LOVE', '100032649611640': 'LIKE', '100032874069420': 'LOVE', '100032633731654': 'LIKE'}"
416290415617507,433833477196534,Okonomiyaki!,2019-06-09T10:01:00+0000,"{'100037618935622': 'LIKE', '100033003601979': 'LIKE', '100036533623475': 'LIKE', '100036697923726': 'LOVE', '100032851061591': 'LIKE', '100035738800974': 'LIKE', '100032636461431': 'LIKE', '100032649611640': 'LIKE', '100032887745112': 'LOVE', '100032874069420': 'WOW', '100036705993009': 'LIKE', '100032910843972': 'LIKE'}"
416290415617507,433302503916298,Dampa is forever love 🥰,2019-06-08T22:05:40+0000,"{'100032910843972': 'LOVE', '100032930556692': 'LIKE', '100032923357077': 'WOW', '100032636461431': 'LIKE', '100036705993009': 'LOVE', '100030106785215': 'LOVE', '100032649611640': 'LOVE', '100032966224998': 'LIKE', '100032951194985': 'LOVE', '100032633731654': 'LIKE', '100032874069420': 'WOW'}"
416290415617507,431737124072836,"Pizza + pasta at Eagle Ridge Golf and Country Club

Hindi ko na picturan yung lechon kawali and pakbet ni Cor Carlos",2019-06-06T10:06:12+0000,"{'100032966224998': 'LIKE', '100032769467323': 'LIKE', '100036489856440': 'LIKE', '100033003601979': 'LIKE', '100032887745112': 'LIKE', '100032910843972': 'LIKE', '100032804983896': 'LIKE'}"
416290415617507,432046450708570,"Welcome to the new members of FOODIES OF NOVARE!

From 3 forced members we are now 43!! ang saya!! 🤩

Don't be shy and post your Breakfast Lunch, Merienda or Dinner and have an instant foodie support group! 🤣

We have a lot of ideas and activities in store so invite your friends to this group and lets be the yummiest workplace group out there! 🍔",2019-06-06T10:04:51+0000,"{'100037618935622': 'LIKE', '100032966224998': 'LIKE', '100032874069420': 'LIKE', '100034933909552': 'LOVE', '100032887745112': 'LIKE', '100032804983896': 'LIKE', '100032951194985': 'LIKE', '100030106785215': 'LIKE', '100036705993009': 'LOVE'}"
416290415617507,431448694101679,"Home cooked is ❤️ 

Happy Eid holiday evriwan! Let's eat! 😘😋",2019-06-05T03:19:49+0000,"{'100032804983896': 'LOVE', '100032930556692': 'LIKE', '100035738800974': 'LIKE', '100032910843972': 'LIKE', '100030106785215': 'LOVE'}"
416290415617507,431440040769211,😋,2019-06-05T02:57:37+0000,"{'100032910843972': 'LIKE', '100032769467323': 'LIKE', '100032951194985': 'LIKE', '100032887745112': 'LIKE', '100032804983896': 'LIKE', '100032930556692': 'LIKE', '100030106785215': 'LOVE'}"
416290415617507,423689688210913,Foodies of Novare! What is your favorite fried chicken when in the office? (yung nalalakad lang),2019-06-04T04:57:31+0000,{'100032874069420': 'LOVE'}
416290415617507,429250270988188,"Mamahaling milk tea with honey boba (pearls) sa Greenbelt/Glorietta 🙂 

Bobaism. 🥛☕️",2019-06-01T08:21:43+0000,"{'100032887745112': 'LIKE', '100032951194985': 'LIKE', '100030106785215': 'LOVE', '100032910843972': 'LIKE', '100032633731654': 'LIKE', '100032874069420': 'LOVE'}"
416290415617507,429164184330130,Good morning! 😘 Buffet breakfast is 💞,2019-06-01T00:20:25+0000,"{'100035738800974': 'LIKE', '100032754074800': 'LIKE', '100032874069420': 'LOVE', '100032910843972': 'LIKE', '100032636461431': 'LIKE', '100032633731654': 'WOW', '100032951194985': 'LIKE', '100032930556692': 'LIKE'}"
416290415617507,428313371081878,giant pusit na super sulit! 😋,2019-05-31T22:54:27+0000,"{'100032930556692': 'LIKE', '100032710043264': 'LIKE', '100032804983896': 'LIKE', '100032910843972': 'WOW', '100032951194985': 'LIKE', '100030106785215': 'WOW'}"
416290415617507,427690931144122,Pwede bang ganito na lang ang food sa meeting? Just add giniling to Tortillos para tipid 😅,2019-05-29T07:10:31+0000,"{'100032769467323': 'LIKE', '100032804983896': 'LIKE', '100032636461431': 'LIKE', '100030106785215': 'LOVE', '100032930556692': 'LIKE'}"
416290415617507,426807781232437,Sir Abet's birthday cake! So cutie! 😍🐻,2019-05-28T01:14:48+0000,"{'100032804983896': 'LOVE', '100035738800974': 'LIKE', '100032769467323': 'LIKE', '100030106785215': 'LIKE', '100032636461431': 'LIKE', '100032951194985': 'LOVE', '100032930556692': 'LIKE', '100032910843972': 'LOVE'}"
416290415617507,426144107965471,"Temporary solution sa init 🥵

Mango graham shake with mango ice cream",2019-05-27T13:16:19+0000,"{'100032649611640': 'LOVE', '100032804983896': 'LIKE', '100036697923726': 'LOVE', '100032951194985': 'LIKE', '100032910843972': 'LIKE'}"
416290415617507,425100271403188,Kain,2019-05-24T07:15:47+0000,"{'100032930556692': 'LIKE', '100032910843972': 'LIKE', '100032999702274': 'LIKE', '100036697923726': 'LOVE'}"
416290415617507,419618765284672,"Quality + quantity + chill place @ Cable Car

169php for 2 cups of coffee, beer battered bacon + egg + atchara + fried rice.",2019-05-23T12:15:58+0000,"{'100032804983896': 'LIKE', '100036697923726': 'LIKE', '100030106785215': 'LIKE', '100032649611640': 'LOVE', '100032910843972': 'LIKE'}"
416290415617507,424673878112494,"from Sir Dk with 💕

#promotionTreat 😋",2019-05-23T08:53:47+0000,"{'100032930556692': 'LIKE', '100032636461431': 'LIKE', '100032874069420': 'LOVE'}"
416290415617507,423192604927288,Free dinner at PPCRV Headquarters! Yehey may ambag nakong picture  🤣👏,2019-05-22T01:19:31+0000,"{'100032878955819': 'LIKE', '100032804983896': 'LIKE', '100030106785215': 'LOVE', '100036666335913': 'HAHA', '100036697923726': 'HAHA', '100032649611640': 'LOVE', '100033037479018': 'LIKE', '100032887745112': 'LOVE', '100032951194985': 'LIKE', '100032910843972': 'HAHA', '100032754074800': 'HAHA', '100036644347522': 'LIKE', '100036705993009': 'LIKE', '100032999702274': 'LIKE'}"
416290415617507,423699198209962,Mami for mommy! 😋,2019-05-22T01:17:20+0000,"{'100032754074800': 'LIKE', '100036697923726': 'LIKE', '100032874069420': 'LOVE', '100032910843972': 'LIKE', '100032930556692': 'LIKE'}"
416290415617507,423685844877964,"Creating a safe place where foodies upload their food, share food hacks and all things food!",2019-05-21T09:52:17+0000,{}
416290415617507,418653525381196,palamig muna courtesy of milky way,2019-05-18T03:48:55+0000,"{'100032910843972': 'LIKE', '100032754074800': 'LIKE', '100032649611640': 'LOVE', '100033013230542': 'LIKE', '100032874069420': 'WOW'}"
416290415617507,420097251903490,Celebrating my new Workplace ID with Donuts! Whats your favorite? 🥯 😜📧,2019-05-15T01:53:53+0000,"{'100032930556692': 'LIKE', '100036697923726': 'LIKE', '100032633731654': 'LIKE'}"
416290415617507,418185132094702,The hype is real... And delicious #shakeshackbgc 😂,2019-05-14T08:42:29+0000,"{'100033037479018': 'LIKE', '100032910843972': 'LIKE', '100032710043264': 'WOW', '100032649611640': 'LOVE', '100032636461431': 'LIKE', '100032930556692': 'LIKE'}"
416290415617507,418749678704914,Our nurse Weng  sent me this photo  haha! Painggit! 😍 home made lumpiang toge... Para TOGEther ang family! nyahahaha!!!! #nahugotanKoPaTalagaYown,2019-05-14T04:33:45+0000,"{'100036697923726': 'LOVE', '100032930556692': 'LIKE', '100032754074800': 'LOVE', '100032910843972': 'LOVE'}"
416290415617507,418738968705985,Lutong bahay on Mother's Day. Nakikikain lang po! 🤣🤣😘,2019-05-14T04:32:32+0000,"{'100036697923726': 'LOVE', '100030106785215': 'LOVE', '100032930556692': 'LIKE', '100032649611640': 'LOVE'}"
416290415617507,418696392043576,"Yakiniku for Mother’s Day! 🙂
#AtHome",2019-05-12T12:00:03+0000,"{'100032930556692': 'LIKE', '100032910843972': 'LIKE', '100032649611640': 'LOVE'}"
